Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation
fffe3900320035003400,9/4/2008,Male,Service,Yes,1,2
fffe32003500300032003300,3/25/2008,Female,Service,Yes,2,3
fffe3700380033003100,9/28/2008,Female,Product,No,1,2
fffe31003400340035003900,10/18/2008,Female,Product,Yes,2,3
fffe32003100370033003300,11/1/2008,Male,Service,No,3,6
fffe32003600350032003000,11/28/2008,Male,Product,Yes,3,5
fffe32003100370030003400,4/18/2008,Female,Service,No,2,6
fffe32003400390039003500,8/5/2008,Male,Service,Yes,2,4
fffe31003100300030003800,10/14/2008,Male,Service,Yes,1,3
fffe32003000390031003000,4/24/2008,Male,Product,Yes,1,3
fffe31003200320030003900,6/5/2008,Male,Product,No,1,3
fffe31003500310038003500,2/22/2008,Female,Product,Yes,1,3
fffe31003000370034003700,10/1/2008,Male,Service,Yes,3,6
fffe31003900390032003500,6/5/2008,Male,Product,Yes,3,7
fffe3200300033003700,8/9/2008,Female,Service,Yes,4,6
fffe31003100360035003000,2/1/2008,Female,Service,No,4,6
fffe32003800380033003400,4/27/2008,Female,Product,Yes,2,3
fffe3800350034003300,7/23/2008,Female,Service,Yes,2,2
fffe3900320037003400,5/29/2008,Female,Service,No,1,2
fffe33003400310039003500,7/22/2008,Male,Product,Yes,4,6
fffe31003600380034003000,7/24/2008,Female,Product,Yes,1,4
fffe31003200350034003800,10/4/2008,Male,Service,Yes,2,4
fffe3500330035003200,4/14/2008,Male,Service,No,1,3
fffe33003000390038003700,11/8/2008,Male,Product,Yes,2,5
fffe31003800350039003400,1/25/2008,Female,Service,Yes,3,5
fffe32003600340035003800,11/19/2008,Male,Service,No,3,5
fffe3300390037003900,4/11/2008,Male,Service,Yes,2,4
fffe31003000340039003100,11/1/2008,Male,Service,No,3,6
fffe33003100370030003100,6/18/2008,Female,Service,Yes,3,6
fffe3900300036003200,9/25/2008,Male,Service,No,2,5
fffe32003300350039003700,9/25/2008,Female,Service,Yes,0,1
fffe3700370031003300,5/2/2008,Female,Service,No,4,8
fffe32003100360031003800,8/4/2008,Male,Service,No,1,2
fffe33003300360039003100,1/18/2008,Male,Product,No,3,7
fffe32003100390031003600,1/3/2008,Female,Product,Yes,2,4
fffe3300330035003000,4/3/2008,Female,Service,Yes,2,3
fffe32003200300034003800,7/27/2008,Male,Service,Yes,2,7
fffe31003900380036003900,12/6/2008,Male,Service,Yes,4,8
fffe3100360032003800,6/13/2008,Female,Service,Yes,3,6
fffe3500320032003600,9/24/2008,Male,Service,No,2,4
fffe32003200370034003000,8/28/2008,Male,Product,Yes,1,2
fffe31003600380039003700,3/4/2008,Male,Service,No,2,4
fffe31003300390032003700,12/25/2008,Female,Product,No,1,2
fffe31003200360039003300,4/12/2008,Female,Service,No,1,2
fffe3900390031003100,1/23/2008,Male,Service,Yes,3,5
fffe32003900380036003100,9/6/2008,Female,Service,No,4,7
fffe32003300380039003300,4/10/2008,Male,Service,No,5,9
fffe33003300330036003700,3/11/2008,Male,Service,Yes,0,1
fffe32003300390034003600,6/2/2008,Female,Service,Yes,3,7
fffe32003200320038003200,8/16/2008,Female,Service,Yes,1,3
fffe3300380037003200,9/21/2008,Female,Service,Yes,3,5
fffe3900370035003300,4/21/2008,Female,Service,Yes,3,5
fffe3400350037003100,8/24/2008,Male,Service,Yes,1,2
fffe3200310039003600,1/7/2008,Female,Service,No,4,8
fffe3600360032003800,12/10/2008,Female,Product,Yes,1,4
fffe3700320030003300,8/13/2008,Male,Service,Yes,4,7
fffe3200320036003800,12/23/2008,Female,Product,No,3,7
fffe3500390030003400,3/26/2008,Male,Service,Yes,2,4
fffe3800340038003900,8/10/2008,Male,Service,Yes,3,7
fffe33003300380033003000,8/11/2008,Female,Service,Yes,2,4
fffe3100350037003100,9/1/2008,Male,Service,Yes,1,4
fffe31003700360036003900,3/12/2008,Female,Service,Yes,1,3
fffe3700330031003100,6/2/2008,Male,Product,Yes,1,2
fffe31003600360033003300,7/8/2008,Female,Service,No,2,3
fffe32003000390037003400,10/26/2008,Female,Service,Yes,1,2
fffe31003700300031003100,1/28/2008,Female,Service,No,2,5
fffe32003800370031003200,8/19/2008,Female,Product,No,3,6
fffe32003300340030003100,12/15/2008,Female,Service,No,2,4
fffe31003700370034003500,3/13/2008,Male,Service,Yes,4,7
fffe32003300360030003300,4/21/2008,Female,Product,No,2,4
fffe32003200310030003900,2/21/2008,Male,Product,Yes,2,5
fffe3200330038003000,8/29/2008,Female,Service,Yes,2,5
fffe33003100340031003300,8/27/2008,Female,Service,No,2,4
fffe32003700390034003100,9/23/2008,Female,Product,No,3,6
fffe3400300037003600,7/19/2008,Male,Product,No,3,5
fffe3100380035003400,5/25/2008,Male,Service,No,3,6
fffe31003200330034003400,1/9/2008,Male,Service,Yes,1,2
fffe33003000340036003800,12/7/2008,Female,Service,Yes,1,2
fffe32003600300038003900,4/22/2008,Male,Service,Yes,2,4
fffe31003600340037003200,2/23/2008,Female,Service,No,2,6
fffe32003500370031003500,4/23/2008,Male,Service,Yes,1,4
fffe3200330033003100,7/8/2008,Female,Service,No,1,4
fffe32003100390036003500,11/2/2008,Male,Product,No,5,10
fffe32003100360037003600,1/3/2008,Male,Service,No,3,5
fffe32003600360038003800,7/22/2008,Male,Product,Yes,4,8
fffe31003900350035003000,11/29/2008,Male,Service,Yes,4,9
fffe37003900,2/21/2008,Female,Service,No,3,5
fffe3100310035003000,2/16/2008,Male,Product,Yes,2,4
fffe33003300300038003900,5/20/2008,Female,Service,No,4,9
fffe31003700300030003300,11/21/2008,Male,Service,Yes,4,7
fffe31003200360036003300,8/23/2008,Female,Service,Yes,0,1
fffe3800360030003900,7/24/2008,Female,Service,Yes,3,5
fffe32003300320034003500,10/4/2008,Female,Service,No,1,2
fffe31003500350037003500,4/28/2008,Female,Product,Yes,2,5
fffe3500360035003900,8/19/2008,Female,Service,Yes,3,5
fffe3800300034003100,8/10/2008,Female,Product,No,4,9
fffe3300390033003400,5/17/2008,Male,Service,No,3,7
fffe3800320031003600,5/3/2008,Male,Product,Yes,4,8
fffe33003300310034003200,8/13/2008,Male,Service,Yes,4,7
fffe3500340034003600,12/8/2008,Female,Product,Yes,1,1
fffe31003200350037003900,7/2/2008,Female,Service,No,3,5
fffe32003700300030003000,12/1/2008,Female,Service,Yes,2,3
fffe370039003000,1/8/2008,Male,Product,Yes,3,6
fffe31003100390039003600,4/5/2008,Female,Product,Yes,1,3
fffe32003900310038003300,2/14/2008,Male,Product,Yes,1,2
fffe33003000360036003600,9/6/2008,Male,Service,No,3,5
fffe3700390030003400,5/15/2008,Female,Service,No,3,6
fffe31003000320034003900,3/19/2008,Female,Product,Yes,2,4
fffe3700300033003300,4/11/2008,Female,Product,Yes,2,3
fffe33003000300030003300,7/29/2008,Male,Service,No,3,6
fffe32003800350037003900,6/30/2008,Female,Service,Yes,2,4
fffe32003800300036003500,12/3/2008,Female,Service,No,4,6
fffe3600300033003200,2/21/2008,Female,Service,Yes,2,3
fffe3300380036003300,7/15/2008,Female,Product,Yes,3,5
fffe32003300350033003000,3/20/2008,Male,Product,Yes,0,1
fffe3800340037003200,10/14/2008,Male,Service,Yes,0,2
fffe32003400300034003900,11/13/2008,Female,Service,Yes,2,3
fffe31003400390033003600,3/29/2008,Female,Product,Yes,2,3
fffe33003200370038003300,12/6/2008,Male,Product,Yes,0,1
fffe31003900340034003300,11/14/2008,Male,Service,No,4,6
fffe360031003600,3/11/2008,Male,Service,No,1,1
fffe32003300310037003700,7/12/2008,Female,Product,No,4,7
fffe32003400320035003900,5/4/2008,Male,Service,Yes,1,1
fffe33003100390037003500,8/2/2008,Female,Service,No,3,6
fffe32003200310032003200,1/15/2008,Female,Service,No,3,6
fffe31003200350037003100,3/19/2008,Female,Service,No,3,4
fffe33003100320032003700,9/10/2008,Male,Service,Yes,2,5
fffe31003400320033003000,6/19/2008,Female,Service,No,2,5
fffe33003000310034003200,1/25/2008,Female,Service,Yes,0,1
fffe3900380037003900,1/22/2008,Female,Product,Yes,1,3
fffe31003900370030003000,10/19/2008,Male,Product,Yes,2,3
fffe3500360037003200,7/24/2008,Male,Service,Yes,3,5
fffe33003300310036003900,5/23/2008,Male,Product,Yes,2,3
fffe32003000310038003800,6/26/2008,Female,Service,Yes,4,8
fffe31003400360036003600,6/24/2008,Male,Service,Yes,2,4
fffe31003700310032003400,1/12/2008,Male,Service,No,2,5
fffe32003300390037003500,10/31/2008,Female,Product,No,2,2
fffe3300380039003400,4/27/2008,Female,Product,Yes,2,4
fffe32003900380036003900,2/24/2008,Male,Service,Yes,3,6
fffe33003000350038003100,7/12/2008,Male,Product,Yes,1,4
fffe31003300330034003600,7/21/2008,Female,Product,No,2,6
fffe3500310031003200,12/24/2008,Female,Service,Yes,1,1
fffe33003000310032003200,7/28/2008,Female,Service,Yes,2,5
fffe32003200360039003700,3/21/2008,Male,Service,Yes,1,1
fffe33003400310035003100,12/8/2008,Male,Product,No,2,3
fffe33003300330030003600,1/1/2008,Male,Product,Yes,2,3
fffe3700340035003300,2/14/2008,Female,Service,Yes,3,6
fffe3600330035003200,4/19/2008,Male,Service,No,4,7
fffe33003300320037003400,11/30/2008,Female,Product,Yes,2,5
fffe32003300320038003300,12/26/2008,Male,Service,No,3,6
fffe3900380032003200,12/29/2008,Male,Product,No,5,9
fffe3200390038003600,7/20/2008,Female,Service,No,4,8
fffe32003600300031003100,3/2/2008,Female,Service,No,3,7
fffe32003800330033003800,10/11/2008,Male,Service,No,2,5
fffe31003800360032003200,12/3/2008,Female,Service,Yes,3,4
fffe32003700320033003900,6/12/2008,Female,Product,Yes,1,3
fffe32003400300033003100,9/26/2008,Female,Product,Yes,2,3
fffe33003400350039003700,5/31/2008,Female,Service,No,3,6
fffe31003900360038003100,8/10/2008,Male,Product,Yes,1,3
fffe33003200390030003700,8/11/2008,Male,Service,Yes,2,3
fffe31003600360030003900,5/26/2008,Male,Product,No,1,4
fffe33003200350035003300,7/8/2008,Male,Product,Yes,3,6
fffe31003100300037003200,6/1/2008,Male,Product,No,3,5
fffe32003900380031003500,2/16/2008,Male,Product,No,3,7
fffe330037003100,7/29/2008,Female,Service,Yes,3,5
fffe31003400360036003500,3/26/2008,Male,Product,No,1,4
fffe32003300360035003500,9/9/2008,Male,Service,No,4,10
fffe3100380032003200,6/23/2008,Female,Service,Yes,2,4
fffe3300360031003600,3/26/2008,Female,Service,Yes,0,1
fffe31003400340033003800,7/27/2008,Female,Product,No,3,6
fffe31003000350034003600,6/22/2008,Female,Product,Yes,1,2
fffe33003200310032003300,9/18/2008,Female,Product,No,2,5
fffe31003800340032003700,8/18/2008,Male,Product,Yes,3,5
fffe32003600320033003800,8/15/2008,Female,Product,Yes,1,3
fffe33003400390035003400,1/27/2008,Male,Service,Yes,1,3
fffe320030003200,12/28/2008,Male,Service,Yes,0,1
fffe3400370039003400,2/24/2008,Female,Service,Yes,4,7
fffe31003500350037003900,4/21/2008,Male,Service,No,2,7
fffe32003600310036003000,4/28/2008,Male,Service,Yes,2,4
fffe32003000330037003700,7/28/2008,Female,Service,Yes,2,3
fffe33003200310032003800,5/25/2008,Male,Service,Yes,2,3
fffe3900310030003600,2/25/2008,Male,Service,Yes,0,2
fffe3700340038003000,12/4/2008,Male,Product,Yes,2,4
fffe3100340036003600,7/12/2008,Male,Product,No,0,1
fffe31003300320038003400,10/30/2008,Male,Service,No,3,5
fffe32003000350036003100,11/10/2008,Male,Service,No,2,4
fffe3600320038003600,8/6/2008,Female,Product,No,1,2
fffe33003400360037003700,4/14/2008,Male,Service,No,1,2
fffe3100320035003300,1/12/2008,Female,Service,No,2,5
fffe32003600340039003100,8/5/2008,Female,Service,No,0,1
fffe31003800390032003500,12/19/2008,Female,Product,Yes,1,4
fffe33003300380033003700,4/30/2008,Male,Product,No,4,7
fffe3300300035003200,11/19/2008,Female,Service,Yes,0,1
fffe3200320034003900,9/4/2008,Male,Service,No,2,5
fffe31003200370035003100,5/18/2008,Female,Service,No,2,5
fffe32003100370037003900,2/9/2008,Female,Product,Yes,2,5
fffe3400360037003400,1/17/2008,Male,Service,Yes,4,7
fffe31003000360034003400,11/21/2008,Female,Service,No,1,3
fffe31003000370036003000,10/1/2008,Female,Service,Yes,3,4
fffe33003000330032003600,4/6/2008,Female,Product,No,2,4
fffe32003000310031003500,1/22/2008,Female,Service,Yes,3,6
fffe3300390034003900,10/5/2008,Female,Service,Yes,3,5
fffe3600380031003500,1/9/2008,Female,Product,Yes,2,4
fffe32003200390031003300,4/8/2008,Male,Service,No,4,7
fffe3300300038003500,8/14/2008,Female,Service,Yes,2,4
fffe33003100360034003600,12/18/2008,Male,Product,Yes,1,2
fffe31003300380039003100,8/30/2008,Male,Product,Yes,1,2
fffe32003200340035003400,1/13/2008,Male,Service,Yes,3,6
fffe3300370036003400,12/8/2008,Male,Service,No,2,4
fffe3100360039003000,1/11/2008,Male,Service,Yes,0,1
fffe3400390034003200,12/8/2008,Female,Service,Yes,0,1
fffe32003700330036003200,1/5/2008,Male,Service,Yes,2,4
fffe31003500350032003400,12/6/2008,Male,Service,Yes,3,7
fffe3200330031003200,4/16/2008,Male,Product,Yes,1,2
fffe31003100340036003100,5/13/2008,Female,Service,Yes,4,7
fffe31003600390036003200,9/14/2008,Female,Service,No,4,8
fffe33003300360036003000,8/12/2008,Male,Service,No,2,4
fffe31003200330031003800,12/25/2008,Female,Service,No,0,2
fffe31003100370033003100,6/20/2008,Male,Service,Yes,0,1
fffe32003400370030003400,8/30/2008,Female,Service,No,4,7
fffe310039003200,5/5/2008,Female,Service,Yes,4,8
fffe31003300360032003400,8/3/2008,Female,Product,No,2,5
fffe3700370033003700,8/31/2008,Male,Product,No,3,6
fffe33003400300037003100,5/20/2008,Male,Service,No,2,4
fffe32003800350036003300,8/16/2008,Male,Product,No,5,9
fffe3200320039003600,1/10/2008,Female,Service,No,2,3
fffe31003300300033003200,3/10/2008,Female,Product,No,1,3
fffe32003100330034003900,2/3/2008,Female,Product,Yes,3,5
fffe32003300310033003500,3/18/2008,Female,Service,Yes,4,8
fffe3500380039003400,11/4/2008,Female,Service,No,2,6
fffe32003100370030003000,10/16/2008,Male,Service,No,2,4
fffe31003400320039003200,10/27/2008,Male,Service,Yes,2,3
fffe31003200320035003200,8/19/2008,Female,Product,Yes,1,2
fffe3100340031003100,9/6/2008,Male,Service,Yes,2,5
fffe31003600310032003100,6/12/2008,Female,Product,No,2,4
fffe32003200310030003100,2/16/2008,Male,Service,No,2,3
fffe3400390033003700,3/23/2008,Male,Service,No,2,4
fffe31003800340034003600,6/7/2008,Female,Product,Yes,2,4
fffe3400300034003600,8/22/2008,Male,Service,No,2,3
fffe32003900360038003900,4/27/2008,Female,Service,No,2,5
fffe33003200330039003700,6/4/2008,Male,Service,No,3,8
fffe31003100390030003000,11/29/2008,Female,Product,Yes,3,6
fffe32003600350034003500,11/13/2008,Male,Product,No,2,5
fffe3900310037003700,6/22/2008,Male,Service,No,4,9
fffe31003800300036003000,8/21/2008,Female,Product,Yes,1,4
fffe3800310038003900,1/14/2008,Male,Service,Yes,3,6
fffe38003800,11/30/2008,Male,Service,Yes,0,1
fffe33003300380030003300,3/12/2008,Female,Service,No,1,1
fffe32003300330036003900,3/23/2008,Female,Service,Yes,1,3
fffe3700350034003700,5/7/2008,Female,Product,Yes,2,3
fffe31003400310030003800,4/4/2008,Female,Service,No,2,4
fffe31003800330034003300,3/28/2008,Female,Service,No,2,4
fffe32003900370034003200,8/23/2008,Female,Service,Yes,1,2
fffe31003100380038003700,3/26/2008,Female,Product,Yes,3,5
fffe3100330035003200,6/5/2008,Female,Service,No,0,1
fffe32003100350038003200,2/16/2008,Female,Service,No,2,4
fffe32003200350033003200,3/22/2008,Female,Service,No,4,6
fffe32003000390033003700,10/3/2008,Female,Service,No,3,6
fffe3500340037003500,9/4/2008,Female,Service,Yes,4,6
fffe32003300330033003700,1/8/2008,Male,Product,No,1,2
fffe3700320034003700,3/28/2008,Male,Service,Yes,2,4
fffe31003500350036003300,6/16/2008,Male,Product,Yes,3,5
fffe33003300300039003000,9/3/2008,Male,Service,No,3,5
fffe31003000320035003400,11/8/2008,Male,Service,No,2,4
fffe33003200370034003300,4/9/2008,Female,Service,No,3,5
fffe32003100330039003100,3/21/2008,Female,Service,Yes,2,2
fffe32003300330033003000,5/28/2008,Female,Service,Yes,1,2
fffe32003600350031003600,1/14/2008,Male,Service,No,2,5
fffe33003200390037003700,11/17/2008,Female,Service,No,2,4
fffe3200340034003300,4/10/2008,Female,Product,Yes,3,5
fffe31003200300037003200,2/11/2008,Female,Service,No,0,1
fffe31003800300034003800,4/12/2008,Female,Service,Yes,0,1
fffe32003100350036003500,8/27/2008,Female,Product,Yes,1,3
fffe31003700340035003900,6/10/2008,Female,Service,Yes,1,2
fffe31003100350031003900,2/4/2008,Female,Product,Yes,3,6
fffe3400340034003800,7/12/2008,Male,Service,Yes,0,1
fffe3600310035003800,2/20/2008,Female,Service,No,3,5
fffe31003800380031003300,5/4/2008,Male,Service,Yes,3,5
fffe32003800320030003700,12/31/2008,Male,Service,No,4,6
fffe32003200360033003200,4/23/2008,Male,Product,Yes,3,6
fffe3900310036003800,1/12/2008,Male,Service,No,3,6
fffe3800390030003200,2/8/2008,Female,Service,Yes,3,6
fffe3100350032003600,12/11/2008,Female,Service,Yes,0,1
fffe32003300340036003500,6/3/2008,Male,Product,Yes,2,6
fffe310032003400,3/18/2008,Male,Product,No,3,6
fffe33003300390036003500,7/7/2008,Female,Service,Yes,1,3
fffe32003600370038003000,7/12/2008,Female,Service,No,1,4
fffe31003800330031003700,8/26/2008,Male,Service,No,5,9
fffe3700340030003700,1/22/2008,Male,Service,Yes,3,6
fffe32003200380035003900,2/13/2008,Female,Service,No,4,7
fffe31003200330031003100,6/13/2008,Male,Product,No,3,7
fffe32003400380031003600,3/12/2008,Female,Service,No,2,6
fffe31003600320035003600,12/27/2008,Male,Product,No,4,8
fffe31003500380032003500,3/20/2008,Male,Service,Yes,5,10
fffe31003600310038003200,7/21/2008,Female,Product,Yes,3,6
fffe340033003500,1/14/2008,Male,Service,Yes,3,7
fffe32003900350037003900,7/21/2008,Female,Product,Yes,0,1
fffe33003200390038003300,10/4/2008,Male,Product,Yes,0,2
fffe32003700390037003200,2/8/2008,Male,Product,No,4,7
fffe31003200320033003600,12/26/2008,Female,Product,Yes,2,2
fffe3500320031003900,4/24/2008,Male,Service,No,2,6
fffe33003000330035003500,9/25/2008,Female,Product,Yes,2,5
fffe3900360038003900,8/15/2008,Female,Product,Yes,3,6
fffe32003100370038003600,1/26/2008,Male,Service,Yes,0,2
fffe31003300320037003500,7/27/2008,Female,Service,No,0,1
fffe3900310034003800,1/25/2008,Female,Service,Yes,2,3
fffe31003400380035003600,3/2/2008,Male,Service,No,4,6
fffe3100320033003800,10/24/2008,Female,Service,Yes,1,4
fffe31003200350036003500,12/21/2008,Male,Service,Yes,1,3
fffe31003200330030003400,6/10/2008,Male,Service,No,3,6
fffe3100380037003900,10/8/2008,Female,Service,Yes,3,6
fffe340035003700,2/24/2008,Male,Service,No,3,5
fffe32003700320039003000,10/20/2008,Male,Service,No,2,3
fffe32003500330034003600,5/27/2008,Female,Product,Yes,1,2
fffe31003500370034003900,6/15/2008,Female,Product,Yes,3,6
fffe33003000390036003800,9/3/2008,Male,Service,No,3,6
fffe3100370038003900,12/6/2008,Female,Service,Yes,2,3
fffe33003400310034003300,5/14/2008,Female,Product,Yes,1,3
fffe32003600320032003600,2/24/2008,Female,Service,No,2,4
fffe33003200370031003600,3/16/2008,Female,Service,No,3,6
fffe31003800350035003500,11/14/2008,Female,Service,Yes,3,5
fffe32003400330036003600,10/25/2008,Male,Service,Yes,3,7
fffe3800300031003900,5/19/2008,Female,Product,Yes,1,3
fffe31003400390031003100,11/25/2008,Female,Product,No,3,4
fffe32003100370031003000,10/28/2008,Female,Service,Yes,5,8
fffe33003300350031003000,9/15/2008,Female,Service,Yes,1,2
fffe32003100360038003500,1/22/2008,Male,Service,Yes,1,4
fffe32003600330031003700,9/13/2008,Female,Product,Yes,0,1
fffe3200330032003600,7/29/2008,Male,Service,No,2,2
fffe31003800380035003200,11/6/2008,Male,Product,No,2,6
fffe32003900350034003700,12/24/2008,Female,Product,Yes,2,4
fffe31003400360033003200,7/23/2008,Male,Service,Yes,2,3
fffe3600390032003800,4/23/2008,Male,Service,No,2,4
fffe32003000310034003000,7/3/2008,Female,Product,No,4,7
fffe3100340034003000,5/1/2008,Male,Service,Yes,5,10
fffe32003400360033003000,1/30/2008,Male,Service,No,4,7
fffe310030003000,12/7/2008,Female,Service,No,4,7
fffe3600390037003200,6/29/2008,Female,Service,No,2,2
fffe31003400350035003700,8/29/2008,Female,Service,Yes,2,6
fffe33003000300039003900,4/9/2008,Male,Service,No,3,7
fffe32003600390036003400,6/27/2008,Female,Service,Yes,2,4
fffe32003400360038003300,5/24/2008,Female,Service,Yes,2,3
fffe31003000300030003500,9/7/2008,Male,Service,Yes,2,3
fffe33003200300039003100,9/26/2008,Female,Service,No,2,5
fffe3900360037003400,7/6/2008,Female,Service,Yes,2,3
fffe3400320033003100,4/16/2008,Female,Product,No,2,4
fffe32003500340032003000,12/16/2008,Female,Service,No,0,1
fffe3300300035003000,3/4/2008,Male,Product,Yes,3,5
fffe3900320039003800,11/3/2008,Male,Service,No,3,6
fffe350030003400,1/13/2008,Male,Service,No,3,5
fffe32003700320031003300,2/9/2008,Male,Service,No,1,3
fffe31003600330030003500,4/24/2008,Female,Service,Yes,2,4
fffe3800340039003600,2/7/2008,Male,Service,Yes,2,4
fffe32003300390033003300,5/9/2008,Male,Service,Yes,3,6
fffe32003400360036003200,11/23/2008,Male,Service,No,2,4
fffe32003100310039003700,3/20/2008,Male,Product,No,0,1
fffe33003200300039003900,2/29/2008,Male,Service,No,2,7
fffe32003600300033003500,7/24/2008,Male,Service,No,3,7
fffe340034003300,7/18/2008,Male,Product,Yes,2,4
fffe32003700350038003800,3/25/2008,Male,Service,Yes,2,5
fffe3400360039003900,11/16/2008,Male,Service,No,0,1
fffe3900350031003400,6/6/2008,Male,Product,Yes,1,3
fffe3700360039003300,2/21/2008,Male,Product,No,2,5
fffe3800360038003400,5/24/2008,Female,Service,No,2,4
fffe33003000370038003300,5/10/2008,Male,Service,Yes,1,2
fffe31003400320033003800,9/22/2008,Female,Product,Yes,2,3
fffe3900320037003000,9/14/2008,Female,Service,Yes,3,4
fffe3800330031003000,3/23/2008,Female,Service,No,2,3
fffe3800380038003800,2/20/2008,Female,Service,No,3,7
fffe32003500340038003000,3/17/2008,Male,Product,No,4,7
fffe320034003400,9/10/2008,Male,Service,No,2,2
fffe32003000350032003000,11/10/2008,Male,Product,Yes,2,5
fffe32003400330036003700,4/14/2008,Female,Service,Yes,2,4
fffe31003600390034003900,10/1/2008,Male,Product,Yes,3,7
fffe3300340031003800,7/22/2008,Female,Service,Yes,3,4
fffe3400380032003300,7/27/2008,Male,Product,No,4,6
fffe33003200310038003700,10/15/2008,Female,Service,No,1,1
fffe3600350038003300,5/28/2008,Female,Service,Yes,2,4
fffe3800300033003300,1/23/2008,Female,Service,Yes,1,3
fffe32003600300037003900,6/15/2008,Male,Service,No,3,6
fffe31003300330030003400,10/13/2008,Male,Service,Yes,2,4
fffe32003200350036003200,11/15/2008,Male,Product,No,2,3
fffe31003700370038003500,9/11/2008,Male,Service,Yes,2,5
fffe33003100370033003800,4/9/2008,Male,Service,No,2,4
fffe32003200310035003000,11/22/2008,Male,Service,No,4,7
fffe32003800310031003800,1/31/2008,Female,Service,No,0,1
fffe3400350036003000,12/12/2008,Female,Service,No,4,7
fffe370035003700,3/26/2008,Female,Product,Yes,2,4
fffe32003700350032003900,4/3/2008,Male,Product,Yes,1,3
fffe3900380031003800,10/13/2008,Male,Service,No,1,4
fffe3800350039003300,11/16/2008,Female,Service,Yes,2,4
fffe31003300380034003600,11/30/2008,Female,Service,No,4,7
fffe3600340038003400,9/4/2008,Male,Service,No,3,7
fffe32003500390036003200,5/14/2008,Male,Service,No,3,5
fffe3200350038003100,7/9/2008,Male,Service,No,3,6
fffe32003600300034003500,11/24/2008,Female,Product,Yes,2,4
fffe31003200340033003900,8/10/2008,Male,Product,No,4,8
fffe33003000340036003100,12/20/2008,Female,Service,No,2,5
fffe31003300380036003300,9/10/2008,Female,Product,Yes,3,7
fffe32003400330034003700,2/19/2008,Male,Product,Yes,3,5
fffe3700390035003400,4/11/2008,Female,Product,Yes,3,6
fffe31003900310033003300,2/15/2008,Female,Service,No,3,5
fffe33003000320037003000,2/28/2008,Male,Product,No,3,5
fffe3500370037003100,9/24/2008,Female,Service,No,2,5
fffe32003600300035003100,7/30/2008,Male,Product,No,3,6
fffe33003200300030003300,3/23/2008,Male,Service,Yes,3,5
fffe3900390031003600,1/8/2008,Female,Service,Yes,2,4
fffe31003600380033003300,5/30/2008,Male,Product,Yes,3,6
fffe32003000380033003200,11/20/2008,Female,Service,No,2,5
fffe32003600340034003500,11/4/2008,Male,Service,No,2,4
fffe33003000360031003200,12/5/2008,Female,Product,No,3,6
fffe31003000370031003900,5/6/2008,Female,Service,Yes,2,4
fffe32003800300033003600,10/11/2008,Female,Service,No,5,10
fffe3600320030003900,6/10/2008,Male,Service,No,4,8
fffe32003500360032003700,3/24/2008,Female,Service,Yes,3,6
fffe3500390035003500,3/6/2008,Female,Product,Yes,4,9
fffe32003800360031003000,4/1/2008,Female,Service,No,0,1
fffe32003800390035003100,10/29/2008,Male,Product,No,3,7
fffe33003300350036003200,6/12/2008,Female,Service,No,3,5
fffe3100330031003000,7/20/2008,Female,Service,Yes,0,1
fffe32003900350032003500,3/29/2008,Male,Service,Yes,2,3
fffe33003100350038003500,10/14/2008,Female,Service,Yes,0,1
fffe3700320039003100,3/7/2008,Male,Service,No,4,7
fffe3100330034003500,10/1/2008,Male,Service,Yes,3,5
fffe33003400370030003200,11/27/2008,Male,Product,Yes,4,9
fffe33003200300039003200,12/17/2008,Female,Product,No,3,7
fffe31003300350032003200,11/7/2008,Female,Service,Yes,0,1
fffe3300370039003100,7/22/2008,Male,Product,Yes,2,4
fffe32003900350035003200,5/9/2008,Female,Service,Yes,3,5
fffe33003400350035003600,7/5/2008,Female,Product,Yes,2,5
fffe31003300350034003300,8/4/2008,Male,Service,Yes,2,5
fffe33003200320039003800,3/19/2008,Female,Product,No,2,5
fffe32003400370034003900,2/3/2008,Female,Service,Yes,4,6
fffe32003700330031003900,4/30/2008,Female,Product,No,1,4
fffe3800380038003900,7/26/2008,Female,Product,Yes,1,3
fffe31003300350038003800,5/30/2008,Female,Product,No,2,4
fffe3700360030003600,4/15/2008,Female,Product,Yes,1,1
fffe31003900300031003200,6/21/2008,Female,Product,No,1,2
fffe31003300350034003000,10/10/2008,Female,Service,No,3,4
fffe33003400310034003600,1/17/2008,Female,Service,Yes,2,5
fffe3600330038003700,4/10/2008,Female,Service,No,2,5
fffe31003900340031003300,12/20/2008,Female,Product,Yes,2,5
fffe31003200380031003900,10/24/2008,Female,Product,No,4,7
fffe33003200350035003000,1/22/2008,Female,Product,No,3,5
fffe32003000320034003500,5/18/2008,Female,Service,Yes,4,8
fffe31003200300036003500,5/11/2008,Female,Service,No,1,3
fffe31003700310035003700,7/13/2008,Female,Product,Yes,1,1
fffe3700360037003900,4/12/2008,Female,Service,Yes,1,2
fffe32003300340039003300,6/28/2008,Female,Service,No,3,5
fffe31003700390030003800,1/2/2008,Female,Service,Yes,3,4
fffe32003400310031003800,2/13/2008,Male,Service,No,3,6
fffe32003500340032003400,9/28/2008,Male,Service,No,4,7
fffe32003600330033003700,11/1/2008,Female,Service,Yes,1,2
fffe31003000340030003000,7/8/2008,Female,Service,Yes,2,4
